city,cityID,TGNID,latitude,longitude,birth,death,bir_sour
Cerano ,4243060584,1044149,45.416667,8.783333,1.0,0.0,1.0
Cesena ,4243060634,7004922,44.143333,12.249722,3.0,2.0,1.0
Chioggia ,4243060677,7003037,45.225556,12.288889,1.0,0.0,1.0
Cittadella ,4243060733,7003101,45.65,11.783333,1.0,0.0,1.0
Citt¨¤ della Pieve ,4243060734,7005066,42.95,12,1.0,0.0,1.0
Citt¨¤ di Castello ,4243060735,7005039,43.45,12.233333,4.0,0.0,1.0
Cividale del Friuli ,4243060744,7005552,46.093056,13.4275,1.0,1.0,0.0
Cles ,4243060766,1044294,46.366667,11.033333,2.0,0.0,1.0
Clusone ,4243060768,7005814,45.883333,9.95,3.0,1.0,1.0
Colle di Val d'Elsa ,4243060801,7006328,43.416667,11.116667,3.0,0.0,1.0
Como ,4243060843,7005851,45.783333,9.083333,4.0,1.0,1.0
Comunanza ,4243060846,1044351,42.95,13.416667,1.0,0.0,1.0
Concordia Sagittaria ,4243060849,7003353,45.759444,12.840556,1.0,0.0,1.0
Conegliano ,4243060854,7003299,45.890556,12.2925,1.0,1.0,0.0
Conversano ,4243060865,7004138,40.966667,17.116667,0.0,1.0,0.0
Corfinio ,4243060881,7009534,40.733333,15.266667,1.0,0.0,1.0
Cornedo Vicentino ,4243060894,7003200,45.616667,11.333333,1.0,0.0,1.0
Correggio ,4243060900,7005027,44.766667,10.783333,1.0,1.0,0.0
Cortona ,4243060917,7006120,43.266667,11.983333,5.0,1.0,1.0
Crema ,4243060943,7005874,45.366667,9.683333,2.0,2.0,0.0
Cremona ,4243060945,7005868,45.116667,10.033333,12.0,10.0,1.0
Crevalcore ,4243060952,1044428,44.716667,11.15,1.0,0.0,1.0
Cuggiono ,4243060968,1044440,45.516667,8.816667,1.0,0.0,1.0
Cupramontana ,4243060978,1044447,43.45,13.116667,0.0,1.0,0.0
Como province ,4243061000,7005852,45.983333,9.216667,1.0,0.0,1.0
Casatico ,4243061010,7032169,44.15555,10.318318,1.0,0.0,1.0
Este ,4243120031,7003070,45.233333,11.65,3.0,0.0,1.0
Fabriano ,4243150002,7004004,43.333333,12.9,3.0,2.0,1.0
Faenza ,4243150007,7004995,44.283333,11.883333,3.0,3.0,0.0
Fano ,4243150026,7003987,43.833333,13.016667,3.0,2.0,1.0
Feltre ,4243150042,7003331,46.016667,11.9,2.0,1.0,1.0
Fermo ,4243150049,7004029,43.15,13.716667,0.0,1.0,0.0
Ferrara ,4243150055,7004264,44.833333,11.583333,15.0,17.0,0.0
Fiesole ,4243150070,7006141,43.8,11.283333,5.0,0.0,1.0
Fiorano Modenese ,4243150087,1044612,44.533333,10.816667,1.0,0.0,1.0
Florence ,4243150091,7000457,43.766667,11.25,172.0,164.0,1.0
Foligno ,4243150116,7005040,42.95,12.7,1.0,1.0,0.0
Fondi ,4243150121,7006712,41.35,13.416667,1.0,0.0,1.0
Forl¨¬ ,4243150147,7004912,44.223611,12.052778,3.0,3.0,0.0
Formia ,4243150151,7006711,41.25,13.616667,0.0,1.0,0.0
Formigine ,4243150153,1044667,44.566667,10.85,2.0,0.0,1.0
Fossombrone ,4243150175,7003988,43.683333,12.8,1.0,1.0,0.0
Frascati ,4243150189,7007013,41.8,12.683333,0.0,2.0,0.0
Friuli ,4243150204,7008895,37.674105,13.237895,1.0,0.0,1.0
Fontignano ,4243150222,7029470,43.033333,12.183333,0.0,1.0,0.0
Gaeta ,4243180005,7006713,41.2,13.583333,3.0,1.0,1.0
Gaiole in Chianti ,4243180014,1044730,43.466667,11.433333,1.0,0.0,1.0
Gallipoli ,4243180032,7004089,40.055556,17.976389,1.0,1.0,0.0
Gazzuolo ,4243180080,1044782,45.066667,10.583333,0.0,1.0,0.0
Genoa ,4243180088,7008546,44.416667,8.95,50.0,41.0,1.0
Giovinazzo ,4243180137,7004142,41.183333,16.666667,1.0,0.0,1.0
Giuliana ,4243180141,7003843,37.666667,13.233333,1.0,0.0,1.0
Gravina in Puglia ,4243180195,7003864,40.816667,16.416667,1.0,0.0,1.0
Gualdo Tadino ,4243180233,7005046,43.233333,12.783333,1.0,1.0,0.0
Guastalla ,4243180242,7005028,44.916667,10.65,0.0,1.0,0.0
Gubbio ,4243180243,7005048,43.35,12.583333,3.0,4.0,0.0
Genova province ,4243180251,7003142,44.5,9.066667,2.0,0.0,1.0
Imola ,4243240014,7004864,44.35,11.7,1.0,0.0,1.0
Ispica ,4243240052,1044971,36.783333,14.916667,0.0,1.0,0.0
Jesi ,4243270000,7004002,43.516667,13.233333,1.0,0.0,1.0
Lazio ,4243330000,7003080,42,14.5,0.0,1.0,0.0
Lombardy ,4243330002,7003237,45.6667,9.5,6.0,1.0,1.0
Laino Borgo ,4243330020,1045003,39.95,15.983333,1.0,0.0,1.0
Lanciano ,4243330032,7004161,42.233333,14.383333,1.0,0.0,1.0
Lanuvio ,4243330039,7006708,41.666667,12.7,1.0,0.0,1.0
L'Aquila ,4243330045,7004067,42.366667,13.366667,1.0,1.0,0.0
Lecce ,4243330090,7004090,40.383333,18.183333,2.0,2.0,0.0
Lendinara ,4243330101,1045059,45.083333,11.6,0.0,2.0,0.0
Leonessa ,4243330106,1045064,42.566667,12.966667,1.0,0.0,1.0
Livorno ,4243330160,7006074,43.55,10.316667,1.0,3.0,0.0
Lodi ,4243330174,7006011,45.316667,9.5,2.0,1.0,1.0
Loreto ,4243330195,7003983,43.433333,13.6,0.0,2.0,0.0
Lucca ,4243330206,7006076,43.8333,10.2167,12.0,10.0,1.0
Luino ,4243330218,7006043,46,8.733333,1.0,0.0,1.0
Marches ,4243360000,7003240,43.5,13.25,0.0,1.0,0.0
Macerata ,4243360003,7004018,43.3,13.45,0.0,1.0,0.0
Mantua ,4243360075,7005879,45.15,10.8,14.0,29.0,0.0
Marone ,4243360137,1045275,45.733333,10.083333,1.0,0.0,1.0
Massa ,4243360166,7004249,44.016667,10.15,1.0,0.0,1.0
Mazara del Vallo ,4243360187,7003846,37.65,12.583333,1.0,0.0,1.0
Medicina ,4243360198,1045324,44.466667,11.633333,1.0,0.0,1.0
Mensano ,4243360222,5003035,43.3,11.05,1.0,0.0,1.0
Merano ,4243360225,7005432,46.666667,11.15,0.0,1.0,0.0
Messina ,4243360240,7003897,38.183333,15.566667,13.0,10.0,1.0
Milan ,4243360266,7005903,45.466667,9.2,42.0,54.0,0.0
Mirandola ,4243360291,7004961,44.883333,11.066667,1.0,1.0,0.0
Miseno ,4243360299,7010130,40.783333,14.083333,0.0,1.0,0.0
Modena ,4243360307,7009565,44.666667,10.916667,15.0,13.0,1.0
Mogliano ,4243360314,4007292,45.565,12.235,1.0,0.0,1.0
Molfetta ,4243360323,7004113,41.2,16.6,1.0,0.0,1.0
Mondov¨¬ ,4243360347,7005651,44.383333,7.816667,0.0,1.0,0.0
Moneglia ,4243360349,7005337,44.233333,9.5,1.0,0.0,1.0
Monguelfo ,4243360358,1045451,46.758611,12.110833,1.0,0.0,1.0
Monopoli ,4243360359,7004117,40.95,17.3,1.0,0.0,1.0
Monreale ,4243360360,7003936,38.083333,13.283333,1.0,0.0,1.0
Montecassiano ,4243360398,1045493,43.35,13.433333,0.0,1.0,0.0
Montefalco ,4243360425,7005053,42.9,12.65,1.0,1.0,0.0
Montelupo Fiorentino ,4243360455,7006164,43.733333,11.016667,1.0,0.0,1.0
Montepulciano ,4243360478,7006345,43.083333,11.783333,0.0,1.0,0.0
Montevarchi ,4243360516,7006114,43.516667,11.566667,3.0,1.0,1.0
Monticelli ,4243360526,7004898,43.768,11.254,1.0,0.0,1.0
Motta di Livenza ,4243360581,7003046,45.778056,12.602778,1.0,0.0,1.0
Massa-Carrara province ,4243360613,1003473,44.25,10.05,2.0,0.0,1.0
Montalbano ,4243360614,7006132,44.194095,11.33375,1.0,0.0,1.0
Murano ,4243360615,7003021,45.45,12.3667,1.0,0.0,1.0
Naples ,4243390002,7004474,40.833333,14.25,37.0,64.0,0.0
Nembro ,4243390017,1045650,45.75,9.75,1.0,1.0,0.0
Nettuno ,4243390031,7007028,41.45,12.65,1.0,0.0,1.0
Nola ,4243390057,7004644,40.916667,14.55,1.0,1.0,0.0
Novara ,4243390076,7005652,45.466667,8.633333,2.0,1.0,1.0
Novellara ,4243390082,7005029,44.85,10.733333,1.0,1.0,0.0
Oggiono ,4243420007,7031836,45.783333,9.333333,1.0,0.0,1.0
Oppido Lucano ,4243420037,1045752,40.783333,16,1.0,0.0,1.0
Orta Nova ,4243420063,1045774,41.316667,15.7,1.0,0.0,1.0
Orvieto ,4243420072,7005124,42.716667,12.116667,2.0,5.0,0.0
Orzinuovi ,4243420074,7005779,45.4,9.916667,2.0,0.0,1.0
Ostia ,4243420094,7007023,41.7667,12.3,1.0,0.0,1.0
Padova province ,4243420117,7002994,45.35,11.816667,1.0,0.0,1.0
Padua ,4243450011,7003085,45.416667,11.883333,21.0,26.0,0.0
Palermo ,4243450044,7003928,38.116667,13.366667,14.0,16.0,0.0
Palmanova ,4243450054,4008430,45.906389,13.311944,1.0,0.0,1.0
Parma ,4243450082,7004942,44.8,10.333333,15.0,15.0,0.0
Passignano ,4243450089,5002811,43.183333,12.133333,1.0,0.0,1.0
Pavia ,4243450103,7006026,45.166667,9.166667,6.0,2.0,1.0
Perugia ,4243450142,7000526,43.133333,12.366667,15.0,12.0,1.0
Pesaro ,4243450143,7003991,43.9,12.916667,6.0,2.0,1.0
Pescia ,4243450151,7006306,43.9,10.683333,1.0,1.0,0.0
Piacenza ,4243450174,7004939,45.016667,9.666667,5.0,5.0,0.0
Piazza Armerina ,4243450195,7003923,37.383333,14.366667,1.0,1.0,0.0
Pieve di Cadore ,4243450234,7003332,46.433056,12.383611,6.0,2.0,1.0
Pieve di Soligo ,4243450236,1046007,45.9025,12.177222,1.0,1.0,0.0
Pieve di Teco ,4243450237,1046008,44.05,7.933333,1.0,1.0,0.0
Pinerolo ,4243450250,7005728,44.883333,7.35,0.0,1.0,0.0
Pisa ,4243450264,7006082,43.716667,10.383333,5.0,9.0,0.0
Pistoia ,4243450268,7005060,43.916667,10.9,7.0,4.0,1.0
Pitigliano ,4243450270,7006177,42.633333,11.666667,1.0,0.0,1.0
Poggibonsi ,4243450286,7006330,43.466667,11.15,1.0,0.0,1.0
Pomarance ,4243450325,1046075,43.3,10.866667,1.0,0.0,1.0
Pontassieve ,4243450336,7006556,43.766667,11.433333,1.0,0.0,1.0
Pontedera ,4243450353,7006299,43.666667,10.633333,1.0,0.0,1.0
Pontorme ,4243450385,5002915,43.35874,11.0293,1.0,0.0,1.0
Pontremoli ,4243450386,7006293,44.366667,9.883333,1.0,0.0,1.0
Ponzano Romano ,4243450389,5002408,42.256938,12.572866,1.0,0.0,1.0
Pordenone ,4243450402,7003352,45.963889,12.6575,3.0,0.0,1.0
Porlezza ,4243450403,7005855,46.033333,9.116667,3.0,0.0,1.0
Port'Ercole ,4243450407,1046135,42.383333,11.2,0.0,1.0,0.0
Portogruaro ,4243450419,7003045,45.775278,12.838611,0.0,1.0,0.0
Prato ,4243450464,7006161,43.883333,11.1,3.0,2.0,1.0
Pratovecchio ,4243450469,5002845,43.783333,11.716667,1.0,0.0,1.0
Racalmuto ,4243510001,7009956,37.4,13.733333,1.0,1.0,0.0
Ravenna ,4243510029,7004935,44.4175,12.201111,4.0,4.0,0.0
Recanati ,4243510034,7004019,43.4,13.533333,1.0,2.0,0.0
Reggio nell'Emilia ,4243510041,7005020,44.716667,10.6,7.0,6.0,1.0
Resina ,4243510050,7031897,40.8,14.35,0.0,1.0,0.0
Rieti ,4243510070,7006739,42.4,12.85,2.0,2.0,0.0
Rimini ,4243510077,7004929,44.063333,12.580833,2.0,3.0,0.0
Ripatransone ,4243510092,7008851,43,13.766667,1.0,1.0,0.0
Rivoli ,4243510109,7005763,45.066667,7.516667,2.0,0.0,1.0
Rome ,4243510165,7000874,41.9,12.483333,101.0,325.0,0.0
Rovato ,4243510212,1046394,45.566667,10,1.0,1.0,0.0
Rovetta ,4243510221,4009485,45.883333,9.983333,1.0,1.0,0.0
Rovigo ,4243510223,7003271,45.066667,11.783333,1.0,0.0,1.0
Sabbioneta ,4243540003,7005884,45,10.65,0.0,1.0,0.0
Salerno ,4243540027,7003015,40.683333,14.783333,2.0,0.0,1.0
Sal¨° ,4243540031,7005790,45.6,10.516667,1.0,0.0,1.0
San Gimignano ,4243540128,7006334,43.466667,11.033333,2.0,0.0,1.0
San Giovanni Bianco ,4243540150,1046543,45.866667,9.65,1.0,0.0,1.0
San Giovanni Valdarno ,4243540162,7006537,43.566667,11.533333,3.0,0.0,1.0
San Pancrazio Salentino ,4243540241,1046601,40.416667,17.833333,0.0,1.0,0.0
San Pietro in Casale ,4243540256,1046612,44.7,11.4,0.0,1.0,0.0
Sansepolcro ,4243540280,7000478,43.566667,12.133333,9.0,1.0,1.0
San Severino Marche ,4243540282,7004020,43.216667,13.166667,1.0,1.0,0.0
Santa Croce ,4243540299,1046701,46.092222,12.324722,1.0,0.0,1.0
Sant'Angelo in Vado ,4243540364,7008906,43.666667,12.416667,2.0,0.0,1.0
San Vito al Tagliamento ,4243540438,7003047,45.914444,12.85,0.0,2.0,0.0
Sarzana ,4243540473,7005367,44.116667,9.966667,1.0,0.0,1.0
Sassoferrato ,4243540481,7004009,43.433333,12.85,2.0,0.0,1.0
Savigliano ,4243540492,7005646,44.633333,7.666667,0.0,1.0,0.0
Savona ,4243540499,7005371,44.283333,8.5,4.0,0.0,1.0
Scaria ,4243540511,4010172,45.986132,9.044111,9.0,3.0,1.0
Scarperia ,4243540514,7006157,44,11.35,1.0,0.0,1.0
Sciacca ,4243540524,7003812,37.516667,13.05,1.0,0.0,1.0
Seregno ,4243540580,7006003,45.65,9.2,1.0,0.0,1.0
Sermoneta ,4243540585,7006725,41.55,12.983333,2.0,0.0,1.0
Sesto Calende ,4243540621,7006046,45.733333,8.633333,1.0,0.0,1.0
Sestri Ponente ,4243540627,1046890,44.4167,8.85,1.0,1.0,0.0
Siena ,4243540646,7011179,43.316667,11.35,37.0,36.0,1.0
Signa ,4243540648,7006174,43.783333,11.083333,1.0,0.0,1.0
Spilimbergo ,4243540739,7005532,46.1125,12.896944,0.0,1.0,0.0
Spoleto ,4243540747,7005042,42.733333,12.733333,0.0,2.0,0.0
Stilo ,4243540770,7004321,38.483333,16.466667,1.0,0.0,1.0
Sulmona ,4243540793,7004202,42.05,13.916667,1.0,0.0,1.0
Settignano ,4243540810,7006128,43.782874,11.320987,8.0,0.0,1.0
Savona province ,4243540813,7003144,44.3,8.266667,1.0,0.0,1.0
Siracusa ,4243540815,1001753,37.05,15,1.0,1.0,0.0
Tuscany ,4243570000,7009760,43.4167,11,2.0,1.0,1.0
Taverna ,4243570029,7004295,39.016667,16.583333,1.0,0.0,1.0
Terni ,4243570060,7005123,42.566667,12.616667,0.0,1.0,0.0
Tesero ,4243570073,7005488,46.283333,11.516667,1.0,0.0,1.0
Thiene ,4243570077,7003214,45.7,11.483333,1.0,1.0,0.0
Turin ,4243570114,7005688,45.05,7.666667,10.0,23.0,0.0
Torre del Greco ,4243570130,7004664,40.783333,14.366667,0.0,1.0,0.0
Torricella ,4243570150,1047154,40.35,17.483333,1.0,0.0,1.0
Trapani ,4243570176,7003849,38.016667,12.483333,1.0,0.0,1.0
Trento ,4243570197,7005128,46.066667,11.133333,4.0,0.0,1.0
Treviglio ,4243570207,7005841,45.516667,9.583333,2.0,1.0,1.0
Treviso ,4243570210,7003297,45.666667,12.245,4.0,2.0,1.0
Trieste ,4243570218,7005539,45.648611,13.78,1.0,1.0,0.0
Trino ,4243570223,7005677,45.2,8.3,1.0,1.0,0.0
Udine province ,4243570263,1003506,46.166667,13,1.0,0.0,1.0
Udine ,4243600003,7005139,46.061944,13.242222,3.0,3.0,0.0
Urbania ,4243600010,7003992,43.666667,12.516667,0.0,1.0,0.0
Urbino ,4243600012,7003994,43.716667,12.633333,16.0,12.0,1.0
Vado Ligure ,4243630004,1047266,44.283333,8.45,1.0,0.0,1.0
Vaprio d'Adda ,4243630064,1047315,45.583333,9.516667,0.0,1.0,0.0
Varallo ,4243630065,7005664,45.816667,8.25,0.0,1.0,0.0
Varese ,4243630072,7006041,45.8,8.833333,2.0,2.0,0.0
Velletri ,4243630097,7009108,41.683333,12.783333,1.0,0.0,1.0
Venice ,4243630105,7018159,45.438611,12.326667,99.0,136.0,0.0
Vercelli ,4243630118,7005662,45.316667,8.416667,3.0,1.0,1.0
Verona ,4243630132,7003262,45.45,11,48.0,35.0,1.0
Viadana ,4243630156,7005885,44.933333,10.516667,2.0,0.0,1.0
Vicchio ,4243630161,7006147,43.933333,11.466667,2.0,0.0,1.0
Vicenza ,4243630163,7003204,45.55,11.55,9.0,10.0,0.0
Viggiu ,4243630183,7006059,45.866667,8.9,3.0,1.0,1.0
Vignola ,4243630186,7004963,44.483333,11,2.0,0.0,1.0
Vinci ,4243630266,7006173,43.783333,10.916667,2.0,0.0,1.0
Viterbo ,4243630275,7000875,42.416667,12.1,3.0,2.0,1.0
Voltaggio ,4243630295,7005608,44.616667,8.833333,1.0,0.0,1.0
Volterra ,4243630298,7006305,43.4,10.85,5.0,0.0,1.0
Voltri ,4243630299,1047503,44.433333,8.75,1.0,0.0,1.0
Verona province ,4243630310,7003007,45.416667,11.033333,1.0,0.0,1.0
Viterbo province ,4243630313,7003139,42.416667,12.083333,0.0,1.0,0.0
Zagarolo ,4243750002,7017495,41.833333,12.833333,0.0,1.0,0.0
Osteno ,4243750026,7029510,46,9.083333,1.0,0.0,1.0
Intra ,4243750027,7030720,45.933333,8.566667,1.0,0.0,1.0
Jersey island ,4271270000,7005254,49.21283,-2.13317,0.0,1.0,0.0
Jelgava ,4330270007,7006473,56.65,23.6667,1.0,1.0,0.0
Malta ,4361000000,7005729,35.9167,14.4167,1.0,2.0,0.0
Valletta ,4361630000,7005732,35.9,14.5333,0.0,2.0,0.0
Netherlands ,4390000000,7016845,52.5,5.75,4.0,2.0,1.0
Alkmaar ,4390000015,7007057,52.633333,4.75,6.0,6.0,0.0
Amersfoort ,4390000025,7006922,52.15,5.383333,7.0,1.0,1.0
Amsterdam ,4390000029,7006952,52.35,4.916667,116.0,164.0,0.0
Arnemuiden ,4390000036,7006756,51.5,3.666667,1.0,1.0,0.0
Arnhem ,4390000037,7006876,51.983333,5.916667,1.0,0.0,1.0
Assendelft ,4390000040,1047624,52.466667,4.75,1.0,1.0,0.0
Bergen ,4390030027,7007058,52.666667,4.7,1.0,0.0,1.0
Bergen-op-Zoom ,4390030029,7006822,51.5,4.3,1.0,0.0,1.0
Beverwijk ,4390030039,7007050,52.483333,4.65,2.0,1.0,1.0
Bodegraven ,4390030051,1047663,52.083333,4.75,1.0,0.0,1.0
Bolsward ,4390030054,7006999,53.066667,5.533333,2.0,0.0,1.0
Breda ,4390030068,7006827,51.566667,4.8,5.0,4.0,1.0
Chaam ,4390060004,1047695,51.5,4.866667,0.0,1.0,0.0
Delft ,4390090010,7006804,52,4.366667,14.0,11.0,1.0
Deventer ,4390090021,7006940,52.25,6.2,2.0,2.0,0.0
Dokkum ,4390090034,7007020,53.333333,6,1.0,0.0,1.0
Dordrecht ,4390090040,7006798,51.8,4.666667,14.0,12.0,1.0
Edam ,4390120002,7007051,52.516667,5.05,1.0,0.0,1.0
Eindhoven ,4390120017,7006842,51.45,5.466667,1.0,1.0,0.0
Enkhuizen ,4390120027,7007064,52.716667,5.283333,1.0,1.0,0.0
Goes ,4390180018,7006755,51.5,3.883333,1.0,0.0,1.0
Gorinchem ,4390180022,1047795,51.833333,4.966667,5.0,0.0,1.0
Gouda ,4390180024,7006805,52.016667,4.7,2.0,3.0,0.0
Groningen ,4390180033,7006984,53.216667,6.55,4.0,4.0,0.0
Haarlem ,4390210003,7007048,52.366667,4.65,65.0,48.0,1.0
Harlingen ,4390210015,7007015,53.183333,5.416667,2.0,0.0,1.0
Heemskerk ,4390210024,1047829,52.516667,4.666667,1.0,0.0,1.0
Helmond ,4390210037,7006840,51.483333,5.666667,1.0,0.0,1.0
Heusden ,4390210041,4005002,51.733333,5.133333,1.0,0.0,1.0
Holland ,4390210054,1003759,51.366699,5.15,2.0,0.0,1.0
Hoorn ,4390210067,7007056,52.65,5.066667,1.0,6.0,0.0
Hulst ,4390210075,1047867,51.283333,4.05,3.0,0.0,1.0
Hague, The ,4390210077,7006810,52.083333,4.3,38.0,42.0,0.0
Hillegersberg ,4390210078,1004664,51.9667,4.5167,0.0,1.0,0.0
Kampen ,4390300002,7006948,52.55,5.916667,1.0,2.0,0.0
Kollum ,4390300016,1047889,53.283333,6.15,1.0,0.0,1.0
Leeuwarden ,4390330010,7007006,53.2,5.783333,4.0,5.0,0.0
Leyden ,4390330011,7006809,52.15,4.5,31.0,25.0,1.0
Maassluis ,4390360005,7006793,51.916667,4.266667,1.0,0.0,1.0
Maastricht ,4390360006,7006862,50.85,5.683333,3.0,0.0,1.0
Made ,4390360007,1047933,51.683333,4.8,1.0,0.0,1.0
Middelburg ,4390360023,7006752,51.5,3.616667,1.0,1.0,0.0
Middenbeemster ,4390360026,1047948,52.55,4.916667,1.0,0.0,1.0
Nijmegen ,4390390026,7031832,51.833333,5.866667,3.0,0.0,1.0
Oudewater ,4390420042,1048037,52.033333,4.883333,1.0,0.0,1.0
Overschie ,4390420052,1005292,51.9333,4.4333,1.0,1.0,0.0
Rotterdam ,4390510029,7006792,51.916667,4.5,20.0,24.0,0.0
Randenbroek ,4390510035,7029461,52.08997,5.1073,0.0,1.0,0.0
Roderwolde ,4390510036,7029492,53.166667,6.466667,1.0,0.0,1.0
South Holland ,4390540000,7003632,52,4.5,2.0,0.0,1.0
Schiedam ,4390540009,7006800,51.916667,4.4,1.0,0.0,1.0
Schoonhoven ,4390540018,7006801,51.95,4.85,1.0,1.0,0.0
Schoorl ,4390540019,1048097,52.7,4.7,1.0,0.0,1.0
s Hertogenbosch ,4390540026,7006837,51.7,5.316667,6.0,1.0,1.0
Steenwijk ,4390540065,1048136,52.783333,6.116667,1.0,0.0,1.0
Terneuzen ,4390570004,1048147,51.333333,3.833333,1.0,0.0,1.0
Utrecht ,4390600014,7006926,52.083333,5.133333,43.0,40.0,1.0
Venlo ,4390630019,7006853,51.366667,6.166667,2.0,0.0,1.0
Voorburg ,4390630035,7006811,52.066667,4.366667,1.0,0.0,1.0
Weesp ,4390660019,1048226,52.316667,5.033333,0.0,1.0,0.0
Wijk-bij-Duurstede ,4390660040,7017400,51.983333,5.35,1.0,0.0,1.0
Woerden ,4390660052,1048252,52.083333,4.916667,1.0,0.0,1.0
Zaandam ,4390750001,4012447,52.45,4.833333,1.0,0.0,1.0
Zaltbommel ,4390750004,7006866,51.8,5.25,2.0,0.0,1.0
Zwijndrecht ,4390750032,1048288,51.816667,4.65,0.0,1.0,0.0
Zwolle ,4390750033,7007077,52.5,6.083333,4.0,2.0,1.0
Norway ,4391000000,1000088,62,10,1.0,0.0,1.0
Bergen ,4391030007,7007059,60.3833,5.3333,1.0,0.0,1.0
Flekkefjord ,4391150014,7009574,58.2833,6.6667,0.0,1.0,0.0
Mandal ,4391360004,1048656,58.0333,7.5,1.0,0.0,1.0
Trondheim ,4391570017,7009596,63.2,9.75,0.0,1.0,0.0
Poland ,4450000000,7006366,52,20,0.0,1.0,0.0
Bogatynia ,4450030046,1048937,50.4167,14.95,1.0,0.0,1.0
Chojnice ,4450060013,7007643,53.7,17.5333,0.0,1.0,0.0
Gda¨½sk ,4450180003,7006357,54.25,18.25,1.0,3.0,0.0
Gda¨½sk ,4450180004,7007660,54.3667,18.6833,9.0,7.0,1.0
Ko_uch¨®w ,4450300079,1049149,51.75,15.6,1.0,0.0,1.0
Krak¨®w ,4450300082,7006359,50,20,0.0,1.0,0.0
Cracow ,4450300083,7007652,50.05,19.9167,2.0,4.0,0.0
Legnica ,4450330018,7007726,51.2,16.1667,1.0,1.0,0.0
Lubi__ ,4450330052,4006618,51.2667,16.4667,0.0,1.0,0.0
Nysa ,4450390034,1049304,50.5,17.3333,1.0,0.0,1.0
Pozna¨½ ,4450450047,7007756,52.4167,16.8833,0.0,1.0,0.0
Rudnik ,4450510034,1049423,50.4333,22.2667,0.0,1.0,0.0
Rydzyna ,4450510039,1049427,51.7833,16.65,0.0,1.0,0.0
Szczecin ,4450540120,1002043,53.5,15,1.0,0.0,1.0
Szczecin ,4450540121,7007809,53.4167,14.5333,2.0,0.0,1.0
Toru¨½ ,4450570014,7007831,53.0167,18.5833,0.0,1.0,0.0
Trzebnica ,4450570025,7007817,51.3333,17.0167,1.0,0.0,1.0
Warsaw ,4450660012,7007833,52.25,21,1.0,10.0,0.0
Wo_czyn ,4450660050,1049605,51.0167,18.05,1.0,0.0,1.0
Breslau ,4450660056,7007601,51.1,17,8.0,8.0,0.0
Zielona G¨®ra ,4450750034,1049650,51.95,15.5,1.0,0.0,1.0
Braga ,4451030018,7010775,41.55,-8.4333,2.0,1.0,1.0
Coimbra ,4451060033,7010814,40.2,-8.4167,2.0,3.0,0.0
_vora ,4451120013,7010600,38.5667,-7.9,2.0,1.0,1.0
Lisbon ,4451330010,7010978,38.7333,-9.1333,13.0,21.0,0.0
Porto ,4451450034,7010979,41.1667,-8.5833,3.0,0.0,1.0
Tomar ,4451570005,7011086,39.6,-8.4167,1.0,2.0,0.0
Viana do Castelo ,4451630013,7011101,41.6833,-8.8333,0.0,1.0,0.0
Arge_ ,4511000003,7002693,45,24.8333,0.0,1.0,0.0
C_mpulung ,4511060026,7004130,45.2667,25.05,1.0,0.0,1.0
Constan_a ,4511060042,7004050,44.2,28.6667,0.0,1.0,0.0
Sibiu ,4511540023,7004269,45.7667,24.15,0.0,2.0,0.0
Spain ,4540000000,1000095,40,-4,2.0,5.0,0.0
Aragon ,4540000002,7002759,41.5,-.5,1.0,0.0,1.0
Alcal¨¢ de Henares ,4540000042,7007139,40.483333,-3.366667,1.0,0.0,1.0
Alcal¨¢ la Real ,4540000043,1061717,37.466667,-3.933333,1.0,0.0,1.0
Alicante ,4540000084,7007259,38.35,-.483333,0.0,1.0,0.0
Almad¨¦n ,4540000087,1061745,38.766667,-4.833333,1.0,0.0,1.0
Antequera ,4540000121,7007265,37.016667,-4.55,2.0,1.0,1.0
Aranjuez ,4540000130,7007284,40.033333,-3.6,0.0,1.0,0.0
Arenas de San Pedro ,4540000135,1061773,40.2,-5.083333,0.0,1.0,0.0
_vila ,4540000171,7007090,40.65,-4.7,1.0,0.0,1.0
Avil¨¦s ,4540000172,7007349,43.556944,-5.924722,1.0,0.0,1.0
Azcoitia ,4540000176,4001023,43.177719,-2.310181,1.0,0.0,1.0
Azpeitia ,4540000178,1061796,43.18143,-2.263527,1.0,0.0,1.0
Barcelona ,4540030022,7007426,41.398371,2.1741,3.0,5.0,0.0
Bujalance ,4540030099,7007509,37.9,-4.366667,0.0,1.0,0.0
Burgos ,4540030104,7007510,42.35,-3.7,4.0,0.0,1.0
Cantabria ,4540060001,7002760,43.135935,-4.000645,1.0,0.0,1.0
Cabra ,4540060011,7007570,37.466667,-4.45,1.0,0.0,1.0
C¨¢diz ,4540060016,7007512,36.533611,-6.299444,1.0,3.0,0.0
Camarena ,4540060031,4002123,40.083333,-4.116667,1.0,0.0,1.0
Cazorla ,4540060114,1061937,37.916667,-3,1.0,0.0,1.0
Cervera ,4540060124,1061943,41.672663,1.271554,1.0,0.0,1.0
Ciempozuelos ,4540060139,1061953,40.166667,-3.616667,1.0,0.0,1.0
Cocentaina ,4540060152,1061963,38.75,-.433333,1.0,0.0,1.0
Colmenar de Oreja ,4540060161,7007635,40.1,-3.383333,1.0,0.0,1.0
Consuegra ,4540060165,1061970,39.466667,-3.6,2.0,0.0,1.0
